classify,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,flat,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,several,d
poisonous,convex,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,g
poisonous,flat,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,b,b,p,w,o,l,h,several,d
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,g
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,p,n,p,w,o,l,h,several,d
poisonous,convex,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,p
poisonous,convex,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,g
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,b,p,p,w,o,l,h,several,p
poisonous,flat,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,several,p
edible,flat,scaly,n,t,none,f,c,b,n,t,bulbous,s,s,w,g,p,w,o,p,n,solitary,d
poisonous,flat,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,d
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,p
poisonous,convex,smooth,g,t,foul,f,c,b,h,t,bulbous,f,f,w,w,p,w,o,p,h,scattered,g
poisonous,flat,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,n,n,p,w,o,l,h,several,p
poisonous,convex,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,n,p,p,w,o,l,h,several,p
poisonous,convex,fibrous,w,f,creosote,f,c,n,g,e,bulbous,s,s,w,w,p,w,o,p,k,scattered,d
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,d
poisonous,flat,smooth,b,t,foul,f,c,b,h,t,bulbous,f,s,w,w,p,w,o,p,h,scattered,u
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,g
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,g
poisonous,flat,smooth,p,t,none,f,c,b,w,e,bulbous,s,s,w,w,p,w,t,p,r,several,g
poisonous,flat,smooth,b,t,foul,f,c,b,p,t,bulbous,f,f,w,w,p,w,o,p,h,several,u
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,several,g
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,g
poisonous,convex,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,several,g
poisonous,flat,fibrous,g,f,foul,f,c,b,g,e,bulbous,k,k,p,n,p,w,o,l,h,solitary,p
poisonous,flat,fibrous,g,f,foul,f,c,b,g,e,bulbous,k,k,p,p,p,w,o,l,h,several,p
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,p
poisonous,flat,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,p,n,p,w,o,l,h,several,p
edible,flat,scaly,u,f,none,f,c,n,u,e,equal,s,f,w,w,p,w,o,f,h,several,d
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,g
edible,flat,fibrous,e,t,none,f,c,b,w,t,bulbous,s,s,g,w,p,w,o,p,n,several,d
poisonous,flat,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,g
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,p,p,p,w,o,l,h,several,g
poisonous,convex,scaly,n,f,foul,f,c,n,b,t,equal,k,s,p,p,p,w,o,e,w,several,l
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,g
poisonous,convex,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,g
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,several,p
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,g
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,g
poisonous,flat,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,n,p,p,w,o,l,h,several,p
poisonous,flat,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,g
edible,flat,scaly,n,t,none,f,c,b,n,t,bulbous,s,s,p,w,p,w,o,p,n,solitary,d
poisonous,convex,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,n,p,p,w,o,l,h,several,g
edible,flat,fibrous,e,t,none,f,c,b,w,t,bulbous,s,s,w,w,p,w,o,p,k,solitary,d
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,b,n,p,w,o,l,h,solitary,d
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,p
poisonous,flat,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,p,n,p,w,o,l,h,solitary,p
poisonous,convex,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,p
poisonous,flat,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,n,b,p,w,o,l,h,several,d
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,p,b,p,w,o,l,h,several,d
poisonous,flat,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,p
poisonous,flat,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,p,n,p,w,o,l,h,solitary,g
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,b,p,p,w,o,l,h,several,d
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,p,n,p,w,o,l,h,solitary,p
poisonous,flat,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,n,p,p,w,o,l,h,several,d
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,p
poisonous,flat,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,p,p,w,o,l,h,several,d
poisonous,convex,fibrous,p,f,creosote,f,w,n,p,e,bulbous,s,s,w,w,p,w,o,p,k,scattered,d
poisonous,flat,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,p,b,p,w,o,l,h,several,d
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,several,d
poisonous,convex,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,g
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,several,d
poisonous,flat,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,n,b,p,w,o,l,h,several,p
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,p
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,p,n,p,w,o,l,h,several,d
poisonous,flat,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,several,d
poisonous,flat,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,p,b,p,w,o,l,h,several,g
poisonous,convex,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,p,n,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,d
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,p,n,p,w,o,l,h,several,d
poisonous,convex,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,d
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,p,p,w,o,l,h,several,d
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,g
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,n,b,p,w,o,l,h,several,g
poisonous,convex,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,g,f,foul,f,c,b,g,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,p
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,b,b,p,w,o,l,h,several,g
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,n,n,p,w,o,l,h,several,p
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,several,d
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,p,n,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,n,b,p,w,o,l,h,several,p
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,several,p
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,p,n,p,w,o,l,h,several,d
poisonous,flat,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,several,p
edible,convex,smooth,p,t,none,f,c,b,e,e,club,s,s,w,w,p,w,t,e,w,clustered,w
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,n,p,p,w,o,l,h,several,d
poisonous,convex,smooth,p,f,creosote,f,w,n,g,e,bulbous,s,s,w,w,p,w,o,p,k,several,d
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,g
poisonous,flat,fibrous,g,f,foul,f,c,b,g,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,p
poisonous,convex,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,g
edible,flat,fibrous,e,t,none,f,c,b,p,t,bulbous,s,s,p,p,p,w,o,p,n,solitary,d
poisonous,convex,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,b,n,p,w,o,l,h,several,d
poisonous,convex,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,g
poisonous,flat,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,several,g
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,g
edible,flat,scaly,n,t,none,f,c,b,n,t,bulbous,s,s,p,w,p,w,o,p,n,several,d
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,p
poisonous,flat,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,several,p
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,p,n,p,w,o,l,h,several,p
poisonous,flat,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,p,n,p,w,o,l,h,solitary,d
poisonous,flat,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,d
poisonous,flat,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,p,p,p,w,o,l,h,several,g
poisonous,flat,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,b,p,p,w,o,l,h,several,g
poisonous,convex,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,b,n,p,w,o,l,h,solitary,g
poisonous,flat,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,p
poisonous,convex,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,g
edible,flat,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,w,w,p,w,o,p,n,solitary,d
poisonous,convex,smooth,g,t,foul,f,c,b,h,t,bulbous,f,s,w,w,p,w,o,p,h,scattered,g
poisonous,convex,scaly,n,f,foul,f,c,n,b,t,club,s,k,p,w,p,w,o,e,w,several,p
poisonous,flat,smooth,g,t,foul,f,c,b,p,t,bulbous,s,f,w,w,p,w,o,p,h,several,g
poisonous,flat,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,n,p,w,o,l,h,solitary,g
poisonous,flat,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,p,p,p,w,o,l,h,several,g
poisonous,flat,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,several,d
edible,flat,scaly,e,t,none,f,c,b,e,e,bulbous,s,s,w,e,p,w,t,e,w,clustered,w
poisonous,flat,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,n,n,p,w,o,l,h,several,p
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,n,n,p,w,o,l,h,several,g
poisonous,flat,fibrous,g,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,d
poisonous,convex,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,g
edible,flat,scaly,n,t,none,f,c,b,e,e,bulbous,s,s,e,e,p,w,t,e,w,clustered,w
poisonous,flat,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,p,n,p,w,o,l,h,several,g
poisonous,knobbed,fibrous,n,f,none,f,c,n,w,e,bulbous,k,y,w,n,p,w,o,e,w,several,d
poisonous,flat,fibrous,g,f,foul,f,c,b,g,e,bulbous,k,k,b,p,p,w,o,l,h,several,d
poisonous,flat,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,n,b,p,w,o,l,h,several,p
poisonous,convex,scaly,n,f,spicy,f,c,n,b,t,club,s,k,w,p,p,w,o,e,w,several,p
poisonous,flat,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,p,p,p,w,o,l,h,several,d
poisonous,flat,fibrous,g,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,p
poisonous,flat,smooth,w,t,foul,f,c,b,w,t,bulbous,f,f,w,w,p,w,o,p,h,several,g
poisonous,flat,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,b,n,p,w,o,l,h,several,d
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,p,n,p,w,o,l,h,solitary,g
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,g
edible,convex,scaly,e,t,none,f,c,b,w,e,bulbous,s,s,e,e,p,w,t,e,w,clustered,w
poisonous,flat,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,n,p,p,w,o,l,h,several,d
poisonous,bell,fibrous,y,f,none,f,c,n,w,e,bulbous,k,y,w,n,p,w,o,e,w,several,d
poisonous,flat,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,n,n,p,w,o,l,h,several,d
poisonous,convex,smooth,g,t,foul,f,c,b,p,t,bulbous,f,f,w,w,p,w,o,p,h,scattered,u
poisonous,flat,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,p,p,p,w,o,l,h,several,d
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,p,b,p,w,o,l,h,several,g
edible,knobbed,scaly,e,t,none,f,c,b,e,e,bulbous,s,s,w,w,p,w,t,e,w,clustered,w
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,several,p
poisonous,flat,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,p,n,p,w,o,l,h,several,p
edible,knobbed,scaly,n,f,none,f,w,n,w,e,bulbous,f,s,w,n,p,w,o,e,w,several,l
poisonous,convex,smooth,w,f,creosote,f,c,n,p,e,bulbous,s,s,w,w,p,w,o,p,n,several,d
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,b,n,p,w,o,l,h,solitary,g
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,n,b,p,w,o,l,h,several,p
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,b,n,p,w,o,l,h,solitary,d
poisonous,flat,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,n,b,p,w,o,l,h,several,p
poisonous,bell,smooth,b,t,none,f,c,b,g,e,bulbous,s,s,w,w,p,w,t,p,r,several,g
poisonous,convex,smooth,w,t,foul,f,c,b,h,t,bulbous,f,f,w,w,p,w,o,p,h,several,g
edible,flat,scaly,e,t,none,f,c,b,n,t,bulbous,s,s,w,p,p,w,o,p,n,solitary,d
poisonous,bell,smooth,w,t,none,f,c,b,g,e,bulbous,s,s,w,w,p,w,t,p,r,several,m
edible,flat,scaly,p,t,none,f,c,b,w,e,bulbous,s,s,e,e,p,w,t,e,w,clustered,w
poisonous,convex,smooth,w,t,foul,f,c,b,p,t,bulbous,f,f,w,w,p,w,o,p,h,several,g
edible,knobbed,scaly,n,t,none,f,c,b,w,e,bulbous,s,s,w,w,p,w,t,e,w,clustered,w
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,p
poisonous,flat,smooth,b,t,foul,f,c,b,h,t,bulbous,f,s,w,w,p,w,o,p,h,several,u
poisonous,flat,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,n,n,p,w,o,l,h,several,d
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,b,n,p,w,o,l,h,several,d
poisonous,convex,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,n,b,p,w,o,l,h,several,d
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,p
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,several,d
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,p,n,p,w,o,l,h,solitary,d
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,b,n,p,w,o,l,h,solitary,p
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,p
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,n,n,p,w,o,l,h,several,p
edible,knobbed,smooth,e,t,none,f,c,b,w,e,bulbous,s,s,e,w,p,w,t,e,w,clustered,w
edible,flat,scaly,n,t,none,f,c,b,e,e,bulbous,s,s,e,w,p,w,t,e,w,clustered,w
edible,flat,smooth,b,t,none,f,c,b,w,e,bulbous,s,s,e,w,p,w,t,e,w,clustered,w
poisonous,convex,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,several,d
edible,flat,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,p,p,p,w,o,p,n,several,d
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,p
poisonous,flat,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,g
poisonous,convex,smooth,g,t,foul,f,c,b,p,t,bulbous,f,f,w,w,p,w,o,p,h,several,g
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,p,p,p,w,o,l,h,several,p
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,d
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,n,p,p,w,o,l,h,several,g
poisonous,convex,scaly,n,f,foul,f,c,n,b,t,equal,k,k,w,w,p,w,o,e,w,several,l
poisonous,flat,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,b,n,p,w,o,l,h,several,p
edible,flat,scaly,n,t,none,f,c,b,e,e,bulbous,s,s,w,w,p,w,t,e,w,clustered,w
edible,flat,scaly,e,t,none,f,c,b,p,t,bulbous,s,s,g,p,p,w,o,p,k,several,d
poisonous,flat,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,p,b,p,w,o,l,h,solitary,g
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,p,p,p,w,o,l,h,several,p
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,d
edible,flat,fibrous,e,t,none,f,c,b,n,t,bulbous,s,s,p,w,p,w,o,p,n,several,d
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,p,b,p,w,o,l,h,several,p
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,p
poisonous,flat,fibrous,g,f,foul,f,c,b,p,e,bulbous,k,k,p,n,p,w,o,l,h,several,p
poisonous,flat,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,d
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,b,b,p,w,o,l,h,several,d
poisonous,bell,scaly,w,t,none,f,c,b,w,e,bulbous,s,s,w,w,p,w,t,p,r,several,m
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,p
poisonous,convex,scaly,n,f,foul,f,c,n,b,t,club,k,s,p,w,p,w,o,e,w,several,d
poisonous,flat,fibrous,g,f,foul,f,c,b,g,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,g
poisonous,convex,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,n,n,p,w,o,l,h,several,g
poisonous,flat,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,p
edible,flat,scaly,p,t,none,f,c,b,e,e,bulbous,s,s,e,e,p,w,t,e,w,clustered,w
poisonous,convex,smooth,w,t,foul,f,c,b,h,t,bulbous,s,s,w,w,p,w,o,p,h,scattered,g
poisonous,flat,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,g
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,b,b,p,w,o,l,h,several,p
poisonous,convex,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,n,p,p,w,o,l,h,several,g
poisonous,flat,smooth,b,t,foul,f,c,b,w,t,bulbous,f,s,w,w,p,w,o,p,h,scattered,u
poisonous,convex,fibrous,g,f,creosote,f,c,n,g,e,bulbous,s,s,w,w,p,w,o,p,k,several,d
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,p
poisonous,flat,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,solitary,g
poisonous,flat,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,p
edible,convex,scaly,r,f,none,f,c,n,p,e,equal,s,f,w,w,p,w,o,f,h,solitary,d
edible,flat,scaly,w,f,none,f,c,n,h,e,equal,s,f,w,w,p,w,o,f,h,several,d
poisonous,convex,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,n,b,p,w,o,l,h,several,d
poisonous,flat,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,b,n,p,w,o,l,h,solitary,p
poisonous,flat,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,g
poisonous,convex,scaly,e,f,fishy,f,c,n,b,t,equal,k,k,p,w,p,w,o,e,w,several,p
poisonous,convex,scaly,e,f,fishy,f,c,n,b,t,equal,k,k,p,w,p,w,o,e,w,several,l
poisonous,convex,scaly,g,f,foul,f,c,b,h,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,d
poisonous,convex,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,n,b,p,w,o,l,h,several,g
poisonous,flat,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,b,n,p,w,o,l,h,solitary,d
poisonous,convex,scaly,g,f,foul,f,c,b,g,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,g
poisonous,convex,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,p,p,p,w,o,l,h,several,d
poisonous,flat,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,p
edible,flat,smooth,e,t,none,f,c,b,w,e,bulbous,s,s,w,e,p,w,t,e,w,clustered,w
poisonous,flat,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,b,n,p,w,o,l,h,solitary,p
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,p
poisonous,flat,smooth,g,t,foul,f,c,b,p,t,bulbous,f,s,w,w,p,w,o,p,h,scattered,g
poisonous,flat,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,b,p,p,w,o,l,h,several,g
poisonous,convex,scaly,y,f,foul,f,c,b,h,e,bulbous,k,k,n,n,p,w,o,l,h,solitary,d
poisonous,convex,fibrous,y,f,foul,f,c,b,p,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,p
poisonous,convex,smooth,g,t,foul,f,c,b,h,t,bulbous,f,f,w,w,p,w,o,p,h,several,u
poisonous,flat,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,g
poisonous,flat,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,p,n,p,w,o,l,h,several,g
poisonous,convex,smooth,w,f,creosote,f,c,n,n,e,bulbous,s,s,w,w,p,w,o,p,k,several,d
poisonous,flat,scaly,g,f,foul,f,c,b,p,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,p
edible,flat,scaly,e,t,none,f,c,b,u,t,bulbous,s,s,p,w,p,w,o,p,n,solitary,d
poisonous,convex,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,p,p,p,w,o,l,h,solitary,g
poisonous,convex,scaly,y,f,foul,f,c,b,p,e,bulbous,k,k,n,p,p,w,o,l,h,solitary,p
edible,knobbed,smooth,b,t,none,f,c,b,e,e,bulbous,s,s,w,w,p,w,t,e,w,clustered,w
poisonous,flat,fibrous,y,f,foul,f,c,b,h,e,bulbous,k,k,b,p,p,w,o,l,h,several,g
poisonous,flat,fibrous,y,f,foul,f,c,b,g,e,bulbous,k,k,p,p,p,w,o,l,h,several,d
poisonous,convex,scaly,y,f,foul,f,c,b,g,e,bulbous,k,k,b,b,p,w,o,l,h,solitary,g
